current_date,name,length(interacciones)
date ('1969-12-31 19:00:01'),people189,1
date ('1969-12-31 19:00:01'),people113,2
date ('1969-12-31 19:00:01'),people139,1
date ('1969-12-31 19:00:01'),people153,0
date ('1969-12-31 19:00:01'),people89,1
date ('1969-12-31 19:00:01'),people14,0
date ('1969-12-31 19:00:01'),people39,0
date ('1969-12-31 19:00:01'),people190,3
date ('1969-12-31 19:00:01'),people140,2
date ('1969-12-31 19:00:01'),people114,0
date ('1969-12-31 19:00:01'),people15,0
date ('1969-12-31 19:00:01'),people90,0
date ('1969-12-31 19:00:01'),people154,1
date ('1969-12-31 19:00:01'),people40,1
date ('1969-12-31 19:00:01'),people191,2
date ('1969-12-31 19:00:01'),people141,0
date ('1969-12-31 19:00:01'),people16,0
date ('1969-12-31 19:00:01'),people115,2
date ('1969-12-31 19:00:01'),people91,1
date ('1969-12-31 19:00:01'),people192,0
date ('1969-12-31 19:00:01'),people155,0
date ('1969-12-31 19:00:01'),people41,0
date ('1969-12-31 19:00:01'),people116,1
date ('1969-12-31 19:00:01'),people142,2
date ('1969-12-31 19:00:01'),people92,2
date ('1969-12-31 19:00:01'),people17,0
date ('1969-12-31 19:00:01'),people181,0
date ('1969-12-31 19:00:01'),people175,2
date ('1969-12-31 19:00:01'),people42,1
date ('1969-12-31 19:00:01'),people117,0
date ('1969-12-31 19:00:01'),people131,1
date ('1969-12-31 19:00:01'),people6,0
date ('1969-12-31 19:00:01'),people81,2
date ('1969-12-31 19:00:01'),people176,1
date ('1969-12-31 19:00:01'),people182,0
date ('1969-12-31 19:00:01'),people31,0
date ('1969-12-31 19:00:01'),people106,1
date ('1969-12-31 19:00:01'),people132,2
date ('1969-12-31 19:00:01'),people7,1
date ('1969-12-31 19:00:01'),people82,2
date ('1969-12-31 19:00:01'),people177,1
date ('1969-12-31 19:00:01'),people32,1
date ('1969-12-31 19:00:01'),people183,0
date ('1969-12-31 19:00:01'),people107,0
date ('1969-12-31 19:00:01'),people133,2
date ('1969-12-31 19:00:01'),people8,1
date ('1969-12-31 19:00:01'),people83,2
date ('1969-12-31 19:00:01'),people178,1
date ('1969-12-31 19:00:01'),people33,3
date ('1969-12-31 19:00:01'),people184,2
date ('1969-12-31 19:00:01'),people108,2
date ('1969-12-31 19:00:01'),people134,2
date ('1969-12-31 19:00:01'),people9,0
date ('1969-12-31 19:00:01'),people84,2
date ('1969-12-31 19:00:01'),people179,0
date ('1969-12-31 19:00:01'),people34,1
date ('1969-12-31 19:00:01'),people185,1
date ('1969-12-31 19:00:01'),people135,2
date ('1969-12-31 19:00:01'),people109,0
date ('1969-12-31 19:00:01'),people10,1
date ('1969-12-31 19:00:01'),people85,1
date ('1969-12-31 19:00:01'),people180,1
date ('1969-12-31 19:00:01'),people35,0
date ('1969-12-31 19:00:01'),people186,1
date ('1969-12-31 19:00:01'),people136,0
date ('1969-12-31 19:00:01'),people110,1
date ('1969-12-31 19:00:01'),people11,0
date ('1969-12-31 19:00:01'),people86,0
date ('1969-12-31 19:00:01'),people36,2
date ('1969-12-31 19:00:01'),people162,1
date ('1969-12-31 19:00:01'),people111,3
date ('1969-12-31 19:00:01'),people75,1
date ('1969-12-31 19:00:01'),people0,0
date ('1969-12-31 19:00:01'),people125,1
date ('1969-12-31 19:00:01'),people25,1
date ('1969-12-31 19:00:01'),people163,1
date ('1969-12-31 19:00:01'),people100,3
date ('1969-12-31 19:00:01'),people76,0
date ('1969-12-31 19:00:01'),people126,0
date ('1969-12-31 19:00:01'),people1,1
date ('1969-12-31 19:00:01'),people26,0
date ('1969-12-31 19:00:01'),people164,1
date ('1969-12-31 19:00:01'),people101,0
date ('1969-12-31 19:00:01'),people77,1
date ('1969-12-31 19:00:01'),people127,2
date ('1969-12-31 19:00:01'),people2,0
date ('1969-12-31 19:00:01'),people27,0
date ('1969-12-31 19:00:01'),people165,1
date ('1969-12-31 19:00:01'),people102,0
date ('1969-12-31 19:00:01'),people78,1
date ('1969-12-31 19:00:01'),people128,2
date ('1969-12-31 19:00:01'),people28,1
date ('1969-12-31 19:00:01'),people166,1
date ('1969-12-31 19:00:01'),people3,1
date ('1969-12-31 19:00:01'),people103,2
date ('1969-12-31 19:00:01'),people79,0
date ('1969-12-31 19:00:01'),people129,4
date ('1969-12-31 19:00:01'),people169,1
date ('1969-12-31 19:00:01'),people4,0
date ('1969-12-31 19:00:01'),people167,0
date ('1969-12-31 19:00:01'),people29,0
date ('1969-12-31 19:00:01'),people80,1
date ('1969-12-31 19:00:01'),people130,0
date ('1969-12-31 19:00:01'),people5,1
date ('1969-12-31 19:00:01'),people30,1
date ('1969-12-31 19:00:01'),people170,2
date ('1969-12-31 19:00:01'),people68,2
date ('1969-12-31 19:00:01'),people171,1
date ('1969-12-31 19:00:01'),people56,0
date ('1969-12-31 19:00:01'),people69,2
date ('1969-12-31 19:00:01'),people62,1
date ('1969-12-31 19:00:01'),people50,2
date ('1969-12-31 19:00:01'),people70,0
date ('1969-12-31 19:00:01'),people172,2
date ('1969-12-31 19:00:01'),people63,0
date ('1969-12-31 19:00:01'),people57,1
date ('1969-12-31 19:00:01'),people51,1
date ('1969-12-31 19:00:01'),people173,0
date ('1969-12-31 19:00:01'),people52,2
date ('1969-12-31 19:00:01'),people58,2
date ('1969-12-31 19:00:01'),people71,1
date ('1969-12-31 19:00:01'),people64,2
date ('1969-12-31 19:00:01'),people53,1
date ('1969-12-31 19:00:01'),people174,0
date ('1969-12-31 19:00:01'),people59,2
date ('1969-12-31 19:00:01'),people65,1
date ('1969-12-31 19:00:01'),people72,2
date ('1969-12-31 19:00:01'),people73,0
date ('1969-12-31 19:00:01'),people54,0
date ('1969-12-31 19:00:01'),people60,2
date ('1969-12-31 19:00:01'),people66,0
date ('1969-12-31 19:00:01'),people104,0
date ('1969-12-31 19:00:01'),people61,0
date ('1969-12-31 19:00:01'),people67,0
date ('1969-12-31 19:00:01'),people55,0
date ('1969-12-31 19:00:01'),people105,1
date ('1969-12-31 19:00:01'),people74,1
date ('1969-12-31 19:00:02'),people156,0
date ('1969-12-31 19:00:02'),people168,1
date ('1969-12-31 19:00:02'),people68,2
date ('1969-12-31 19:00:02'),people143,3
date ('1969-12-31 19:00:02'),people193,2
date ('1969-12-31 19:00:02'),people93,1
date ('1969-12-31 19:00:02'),people118,1
date ('1969-12-31 19:00:02'),people43,0
date ('1969-12-31 19:00:02'),people144,2
date ('1969-12-31 19:00:02'),people169,1
date ('1969-12-31 19:00:02'),people69,2
date ('1969-12-31 19:00:02'),people94,3
date ('1969-12-31 19:00:02'),people44,3
date ('1969-12-31 19:00:02'),people194,0
date ('1969-12-31 19:00:02'),people119,3
date ('1969-12-31 19:00:02'),people70,0
date ('1969-12-31 19:00:02'),people170,1
date ('1969-12-31 19:00:02'),people145,1
date ('1969-12-31 19:00:02'),people45,2
date ('1969-12-31 19:00:02'),people195,0
date ('1969-12-31 19:00:02'),people95,0
date ('1969-12-31 19:00:02'),people120,0
date ('1969-12-31 19:00:02'),people71,1
date ('1969-12-31 19:00:02'),people146,1
date ('1969-12-31 19:00:02'),people171,1
date ('1969-12-31 19:00:02'),people46,0
date ('1969-12-31 19:00:02'),people196,0
date ('1969-12-31 19:00:02'),people96,3
date ('1969-12-31 19:00:02'),people121,0
date ('1969-12-31 19:00:02'),people72,2
date ('1969-12-31 19:00:02'),people147,1
date ('1969-12-31 19:00:02'),people172,2
date ('1969-12-31 19:00:02'),people47,1
date ('1969-12-31 19:00:02'),people122,0
date ('1969-12-31 19:00:02'),people197,1
date ('1969-12-31 19:00:02'),people73,0
date ('1969-12-31 19:00:02'),people97,2
date ('1969-12-31 19:00:02'),people148,1
date ('1969-12-31 19:00:02'),people173,0
date ('1969-12-31 19:00:02'),people48,0
date ('1969-12-31 19:00:02'),people198,2
date ('1969-12-31 19:00:02'),people123,1
date ('1969-12-31 19:00:02'),people74,1
date ('1969-12-31 19:00:02'),people174,0
date ('1969-12-31 19:00:02'),people149,2
date ('1969-12-31 19:00:02'),people98,0
date ('1969-12-31 19:00:02'),people49,5
date ('1969-12-31 19:00:02'),people124,1
date ('1969-12-31 19:00:02'),people199,3
date ('1969-12-31 19:00:02'),people62,2
date ('1969-12-31 19:00:02'),people162,1
date ('1969-12-31 19:00:02'),people137,0
date ('1969-12-31 19:00:02'),people99,0
date ('1969-12-31 19:00:02'),people37,3
date ('1969-12-31 19:00:02'),people187,2
date ('1969-12-31 19:00:02'),people112,2
date ('1969-12-31 19:00:02'),people63,0
date ('1969-12-31 19:00:02'),people163,1
date ('1969-12-31 19:00:02'),people138,2
date ('1969-12-31 19:00:02'),people87,1
date ('1969-12-31 19:00:02'),people38,1
date ('1969-12-31 19:00:02'),people188,0
date ('1969-12-31 19:00:02'),people113,2
date ('1969-12-31 19:00:02'),people139,1
date ('1969-12-31 19:00:02'),people64,2
date ('1969-12-31 19:00:02'),people164,1
date ('1969-12-31 19:00:02'),people39,0
date ('1969-12-31 19:00:02'),people88,0
date ('1969-12-31 19:00:02'),people189,1
date ('1969-12-31 19:00:02'),people114,0
date ('1969-12-31 19:00:02'),people65,0
date ('1969-12-31 19:00:02'),people140,1
date ('1969-12-31 19:00:02'),people165,1
date ('1969-12-31 19:00:02'),people40,1
date ('1969-12-31 19:00:02'),people89,1
date ('1969-12-31 19:00:02'),people115,2
date ('1969-12-31 19:00:02'),people190,3
date ('1969-12-31 19:00:02'),people66,0
date ('1969-12-31 19:00:02'),people141,0
date ('1969-12-31 19:00:02'),people166,1
date ('1969-12-31 19:00:02'),people41,0
date ('1969-12-31 19:00:02'),people90,0
date ('1969-12-31 19:00:02'),people116,1
date ('1969-12-31 19:00:02'),people191,2
date ('1969-12-31 19:00:02'),people67,0
date ('1969-12-31 19:00:02'),people142,2
date ('1969-12-31 19:00:02'),people167,0
date ('1969-12-31 19:00:02'),people42,1
date ('1969-12-31 19:00:02'),people91,1
date ('1969-12-31 19:00:02'),people192,0
date ('1969-12-31 19:00:02'),people117,0
date ('1969-12-31 19:00:02'),people56,0
date ('1969-12-31 19:00:02'),people150,0
date ('1969-12-31 19:00:02'),people131,1
date ('1969-12-31 19:00:02'),people31,0
date ('1969-12-31 19:00:02'),people92,2
date ('1969-12-31 19:00:02'),people181,0
date ('1969-12-31 19:00:02'),people57,1
date ('1969-12-31 19:00:02'),people106,1
date ('1969-12-31 19:00:02'),people132,2
date ('1969-12-31 19:00:02'),people151,1
date ('1969-12-31 19:00:02'),people32,1
date ('1969-12-31 19:00:02'),people182,1
date ('1969-12-31 19:00:02'),people81,2
date ('1969-12-31 19:00:02'),people58,2
date ('1969-12-31 19:00:02'),people133,2
date ('1969-12-31 19:00:02'),people107,0
date ('1969-12-31 19:00:02'),people152,2
date ('1969-12-31 19:00:02'),people33,3
date ('1969-12-31 19:00:02'),people59,2
date ('1969-12-31 19:00:02'),people183,0
date ('1969-12-31 19:00:02'),people82,2
date ('1969-12-31 19:00:02'),people153,0
date ('1969-12-31 19:00:02'),people108,2
date ('1969-12-31 19:00:02'),people34,1
date ('1969-12-31 19:00:02'),people134,2
date ('1969-12-31 19:00:02'),people60,2
date ('1969-12-31 19:00:02'),people184,2
date ('1969-12-31 19:00:02'),people83,2
date ('1969-12-31 19:00:02'),people154,1
date ('1969-12-31 19:00:02'),people35,0
date ('1969-12-31 19:00:02'),people109,0
date ('1969-12-31 19:00:02'),people135,2
date ('1969-12-31 19:00:02'),people61,0
date ('1969-12-31 19:00:02'),people185,1
date ('1969-12-31 19:00:02'),people84,2
date ('1969-12-31 19:00:02'),people155,0
date ('1969-12-31 19:00:02'),people110,1
date ('1969-12-31 19:00:02'),people36,2
date ('1969-12-31 19:00:02'),people50,2
date ('1969-12-31 19:00:02'),people136,0
date ('1969-12-31 19:00:02'),people186,1
date ('1969-12-31 19:00:02'),people85,1
date ('1969-12-31 19:00:02'),people111,3
date ('1969-12-31 19:00:02'),people25,1
date ('1969-12-31 19:00:02'),people51,1
date ('1969-12-31 19:00:02'),people125,1
date ('1969-12-31 19:00:02'),people175,2
date ('1969-12-31 19:00:02'),people86,0
date ('1969-12-31 19:00:02'),people100,3
date ('1969-12-31 19:00:02'),people26,0
date ('1969-12-31 19:00:02'),people52,2
date ('1969-12-31 19:00:02'),people126,0
date ('1969-12-31 19:00:02'),people176,1
date ('1969-12-31 19:00:02'),people75,1
date ('1969-12-31 19:00:02'),people101,0
date ('1969-12-31 19:00:02'),people53,1
date ('1969-12-31 19:00:02'),people27,0
date ('1969-12-31 19:00:02'),people127,2
date ('1969-12-31 19:00:02'),people102,0
date ('1969-12-31 19:00:02'),people177,1
date ('1969-12-31 19:00:02'),people76,0
date ('1969-12-31 19:00:02'),people54,0
date ('1969-12-31 19:00:02'),people28,1
date ('1969-12-31 19:00:02'),people128,2
date ('1969-12-31 19:00:02'),people103,2
date ('1969-12-31 19:00:02'),people178,1
date ('1969-12-31 19:00:02'),people29,0
date ('1969-12-31 19:00:02'),people77,0
date ('1969-12-31 19:00:02'),people129,4
date ('1969-12-31 19:00:02'),people55,0
date ('1969-12-31 19:00:02'),people179,0
date ('1969-12-31 19:00:02'),people104,0
date ('1969-12-31 19:00:02'),people130,0
date ('1969-12-31 19:00:02'),people30,1
date ('1969-12-31 19:00:02'),people78,1
date ('1969-12-31 19:00:02'),people18,1
date ('1969-12-31 19:00:02'),people180,1
date ('1969-12-31 19:00:02'),people105,1
date ('1969-12-31 19:00:02'),people6,0
date ('1969-12-31 19:00:02'),people79,0
date ('1969-12-31 19:00:02'),people0,0
date ('1969-12-31 19:00:02'),people19,3
date ('1969-12-31 19:00:02'),people12,1
date ('1969-12-31 19:00:02'),people7,1
date ('1969-12-31 19:00:02'),people80,1
date ('1969-12-31 19:00:02'),people1,1
date ('1969-12-31 19:00:02'),people13,1
date ('1969-12-31 19:00:02'),people20,1
date ('1969-12-31 19:00:02'),people8,1
date ('1969-12-31 19:00:02'),people14,0
date ('1969-12-31 19:00:02'),people2,0
date ('1969-12-31 19:00:02'),people21,1
date ('1969-12-31 19:00:02'),people9,0
date ('1969-12-31 19:00:02'),people3,1
date ('1969-12-31 19:00:02'),people15,0
date ('1969-12-31 19:00:02'),people22,1
date ('1969-12-31 19:00:02'),people10,1
date ('1969-12-31 19:00:02'),people16,0
date ('1969-12-31 19:00:02'),people23,4
date ('1969-12-31 19:00:02'),people11,0
date ('1969-12-31 19:00:02'),people4,0
date ('1969-12-31 19:00:02'),people157,2
date ('1969-12-31 19:00:02'),people24,2
date ('1969-12-31 19:00:02'),people158,0
date ('1969-12-31 19:00:02'),people5,1
date ('1969-12-31 19:00:02'),people159,2
date ('1969-12-31 19:00:02'),people160,2
date ('1969-12-31 19:00:02'),people161,0
date ('1969-12-31 19:00:02'),people17,0
date ('1969-12-31 19:00:03'),people87,1
date ('1969-12-31 19:00:03'),people18,1
date ('1969-12-31 19:00:03'),people68,2
date ('1969-12-31 19:00:03'),people31,0
date ('1969-12-31 19:00:03'),people81,2
date ('1969-12-31 19:00:03'),people43,0
date ('1969-12-31 19:00:03'),people193,2
date ('1969-12-31 19:00:03'),people93,1
date ('1969-12-31 19:00:03'),people82,2
date ('1969-12-31 19:00:03'),people69,2
date ('1969-12-31 19:00:03'),people19,3
date ('1969-12-31 19:00:03'),people32,1
date ('1969-12-31 19:00:03'),people44,3
date ('1969-12-31 19:00:03'),people194,0
date ('1969-12-31 19:00:03'),people83,2
date ('1969-12-31 19:00:03'),people70,0
date ('1969-12-31 19:00:03'),people94,3
date ('1969-12-31 19:00:03'),people20,1
date ('1969-12-31 19:00:03'),people45,2
date ('1969-12-31 19:00:03'),people195,0
date ('1969-12-31 19:00:03'),people33,3
date ('1969-12-31 19:00:03'),people71,1
date ('1969-12-31 19:00:03'),people84,2
date ('1969-12-31 19:00:03'),people95,0
date ('1969-12-31 19:00:03'),people21,1
date ('1969-12-31 19:00:03'),people34,1
date ('1969-12-31 19:00:03'),people196,0
date ('1969-12-31 19:00:03'),people46,0
date ('1969-12-31 19:00:03'),people85,1
